User,Person,Current Age,Age Range,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Income Range,Total Debt,FICO Score,EAD,PD12,PDLT,LGD
959,Lilly Chen,85,90,67,1935,1,Female,872 Lake Avenue,2,Everett,PA,15537,40.01,-78.36,15262,38499,20K - 50K,1493,746,8266.636203316446,0.1286784959083469,0.1764234680851063,0.614041389
960,Rylie Roberts,18,20,65,2001,4,Female,1692 Hillside Avenue,2001,Gorman,TX,76454,32.21,-98.67,12583,25654,20K - 50K,55761,746,8266.636203316446,0.1286784959083469,0.1764234680851063,0.614041389
961,Paxton Carter,71,80,56,1949,1,Male,793 Norfolk Avenue,,Ocala,FL,34476,29.18,-82.13,12992,17775,0K - 20K,11520,746,8266.636203316446,0.1286784959083469,0.1764234680851063,0.614041389
962,Ronan Morgan,21,30,72,1998,6,Male,21 Birch Drive,,Saint Louis,MO,63119,38.63,-90.24,31909,65058,50K - 80K,157708,746,8266.636203316446,0.1286784959083469,0.1764234680851063,0.614041389
963,Angel Hill,34,40,65,1986,2,Male,95266 Bayview Drive,,Oakland,CA,94611,37.83,-122.22,52813,107683,100K - 150K,225017,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
964,Angie Cox,43,50,70,1976,5,Female,5194 Grant Street,6,Greenville,SC,29607,34.83,-82.37,24314,49577,20K - 50K,142314,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
965,Holland Howard,68,70,64,1952,1,Female,651 Fourth Avenue,,San Francisco,CA,94131,37.74,-122.44,51692,88432,80K - 100K,63075,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
966,Axton Fox,51,60,68,1968,3,Male,572 Mountain View Lane,,Roanoke,VA,24017,37.27,-79.95,14528,29622,20K - 50K,17385,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
967,Gemma Cooper,61,70,68,1959,1,Female,475 Oak Boulevard,,Charlotte,NC,28212,35.19,-80.83,14793,30165,20K - 50K,36972,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
968,Tyson Young,58,60,65,1961,10,Male,860 Maple Avenue,9,Union City,CA,94587,37.59,-122.06,29097,59322,50K - 80K,145137,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
969,Zion Hill,21,30,65,1998,10,Male,979 Fifth Avenue,,Columbus,OH,43211,39.98,-82.98,11243,22922,20K - 50K,9004,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
970,Corinne Brown,47,50,61,1973,2,Female,54 Valley Lane,,Chicago,IL,60629,41.83,-87.68,14497,29564,20K - 50K,54279,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
971,Macie Macron,62,70,72,1958,2,Female,8323 Catherine Boulevard,,Jefferson,NC,28640,36.42,-81.46,14218,28988,20K - 50K,13351,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
972,Kalani Kelley,32,40,71,1987,11,Female,13 Norfolk Avenue,26,Warwick,RI,2889,41.7,-71.42,24424,49800,20K - 50K,137460,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
973,Kiana Edwards,18,20,69,2002,2,Female,2668 Lafayette Avenue,,Cape Canaveral,FL,32920,28.4,-80.6,20392,41579,20K - 50K,50190,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
974,Moises Butler,43,50,69,1976,6,Male,33 Bayview Avenue,,Fayetteville,NC,28303,35.05,-78.87,17751,36189,20K - 50K,16988,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
975,Kyra Gao,40,40,63,1980,2,Female,5191 Grant Drive,6728,Mount Pleasant,NC,28124,35.4,-80.43,20041,40867,20K - 50K,50449,694,9460.634925,0.1133632282430213,0.1649850492610837,0.6031937076411961
976,Bridget Faraday,24,30,69,1996,2,Female,932 Essex Street,6,Perris,CA,92571,33.83,-117.2,16109,32847,20K - 50K,33514,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
977,Evalyn Rogers,46,50,68,1973,7,Female,33 Tenth Street,,Huntington Station,NY,11746,40.84,-73.4,34873,71103,50K - 80K,136853,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
978,Alayna Carter,20,20,71,1999,6,Female,69 Norfolk Avenue,,Warren,OH,44483,41.23,-80.81,15361,31314,20K - 50K,40331,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
979,Jesus Mitchell,76,80,63,1944,2,Male,3031 Essex Street,498,Odessa,FL,33556,28.2,-82.59,34909,26660,20K - 50K,28332,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
980,Frances Johnson,30,30,67,1989,7,Female,385 Grant Street,,Independence,MO,64050,39.08,-94.35,16224,33076,20K - 50K,50117,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
981,Lincoln Sanders,55,60,67,1964,7,Male,287 Pine Lane,,Mountlake Terrace,WA,98043,47.79,-122.3,23668,48259,20K - 50K,146774,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
982,Oscar Sanders,41,50,65,1978,10,Male,439 George Avenue,,Alpine,UT,84004,40.5,-111.7,35834,73067,50K - 80K,6332,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
983,Liberty Rivera,31,40,72,1988,7,Female,95410 Pine Boulevard,,Arlington,VA,22203,38.87,-77.1,47408,96661,80K - 100K,73401,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
984,Willie Farhad,26,30,68,1993,10,Male,55 Madison Drive,,Bridgeport,TX,76426,33.2,-97.75,21810,44470,20K - 50K,66413,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
985,Marlee Ramirez,74,80,67,1946,1,Female,528 Lake Drive,,Belleville,IL,62226,38.53,-90,22545,23011,20K - 50K,30510,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
986,Adrianna Morales,26,30,66,1993,8,Female,5594 12th Drive,,Culver City,CA,90230,33.99,-118.39,29972,61104,50K - 80K,79486,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
987,Duncan Nguyen,28,30,65,1991,11,Male,914 George Street,5,Brooklyn,NY,11232,40.64,-73.94,16985,34629,20K - 50K,34484,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
988,Dallas Torres,55,60,68,1964,8,Male,9604 West Boulevard,,Seabrook,NH,3874,42.89,-70.87,22448,45767,20K - 50K,41791,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
989,Audrey Morales,32,40,67,1987,12,Female,7012 11th Lane,,New York,NY,10025,40.71,-73.99,23874,48676,20K - 50K,110589,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
990,Lillie Peres,18,20,65,2002,1,Female,24 Lafayette Street,,Valdosta,GA,31605,30.84,-83.27,19681,40131,20K - 50K,48468,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
991,Noa King,53,60,58,1966,11,Female,6733 Third Boulevard,,Elyria,OH,44035,41.37,-82.1,18110,36925,20K - 50K,89762,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
992,Tinley Watson,39,40,66,1980,11,Female,364 12th Drive,2,Tacoma,WA,98445,47.13,-122.4,20345,41483,20K - 50K,64098,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
993,Amanda Torres,34,40,66,1985,11,Female,71858 Mountain View Street,,Menasha,WI,54952,44.21,-88.43,22277,45419,20K - 50K,124370,721,9311.033618755791,0.098454516,0.1489116650082918,0.6109935415282391
994,Sebastian Lee,57,60,66,1963,1,Male,126 Valley Drive,,Jackson,MS,39213,32.32,-90.2,11061,22556,20K - 50K,43260,645,8626.00941,0.1032002167182662,0.1514231439628482,0.6098371393188854
995,Chana Myers,42,50,59,1977,12,Female,9864 Fifth Lane,,Idlewild,MI,49642,43.88,-85.8,6201,12643,0K - 20K,19299,645,8626.00941,0.1032002167182662,0.1514231439628482,0.6098371393188854
996,Hayes Rivera,73,80,60,1946,7,Male,833 Elm Lane,,Houston,TX,77012,29.76,-95.38,12434,18015,0K - 20K,10463,645,8626.00941,0.1032002167182662,0.1514231439628482,0.6098371393188854
997,Addilynn Bell,18,20,70,2001,5,Female,9085 West Drive,8,Boerne,TX,78006,29.8,-98.73,31193,63600,50K - 80K,102773,645,8626.00941,0.1032002167182662,0.1514231439628482,0.6098371393188854
998,Alayah Neufelder,51,60,72,1968,10,Female,4514 Elm Street,,West Columbia,SC,29172,33.99,-81.08,16928,34517,20K - 50K,74143,645,8626.00941,0.1032002167182662,0.1514231439628482,0.6098371393188854
999,Kimora Lewis,24,30,68,1995,4,Female,418 Elm Street,,Warm Springs,GA,31830,32.88,-84.67,15433,31469,20K - 50K,53555,645,8626.00941,0.1032002167182662,0.1514231439628482,0.6098371393188854
1000,Danielle Macron,51,60,70,1968,7,Female,2699 Littlewood Avenue,5,Okmulgee,OK,74447,35.63,-95.95,14293,29144,20K - 50K,35268,645,8626.00941,0.1032002167182662,0.1514231439628482,0.6098371393188854
1001,Hailee Ajami,78,80,57,1941,11,Female,939 Mill Street,,Chino,CA,91710,33.98,-117.65,22682,39263,20K - 50K,24246,645,8626.00941,0.1032002167182662,0.1514231439628482,0.6098371393188854
1002,Jayde Powell,48,50,75,1972,1,Female,6126 Ocean View Boulevard,,Lapel,IN,46051,40.06,-85.84,19810,40392,20K - 50K,52417,645,8626.00941,0.1032002167182662,0.1514231439628482,0.6098371393188854
1003,Lizbeth Garcia,35,40,54,1984,9,Female,239 South Drive,,Aberdeen,MD,21001,39.51,-76.17,22590,46063,20K - 50K,106528,618,9309.286014249854,0.087170745,0.1369332370967741,0.6030817698541329
1004,Myles Robinson,64,70,69,1955,10,Male,1350 Lake Drive,5415,Van Alstyne,TX,75495,33.41,-96.57,24402,49756,20K - 50K,89743,618,9309.286014249854,0.087170745,0.1369332370967741,0.6030817698541329
1005,Avalyn Taylor,42,50,69,1977,9,Female,6777 First Drive,,Rialto,CA,92376,34.1,-117.38,14632,29835,20K - 50K,46702,618,9309.286014249854,0.087170745,0.1369332370967741,0.6030817698541329
1006,Harmoni Fox,54,60,66,1965,5,Female,2855 Sixth Avenue,,Naperville,IL,60565,41.76,-88.15,41979,85596,80K - 100K,159101,618,9309.286014249854,0.087170745,0.1369332370967741,0.6030817698541329
1007,Juelz Roman,66,70,60,1954,2,Male,259 Valley Boulevard,,Camp Hill,PA,17011,40.24,-76.92,25336,54654,50K - 80K,27241,618,9309.286014249854,0.087170745,0.1369332370967741,0.6030817698541329
1008,Kalel Hughes,37,40,69,1982,4,Male,3472 11th Avenue,5,Orlando,FL,32822,28.5,-81.37,15137,30865,20K - 50K,55079,594,7544.085794214169,0.1139909921507064,0.1643614866562009,0.6069594825949367
1009,Amy Ryan,24,30,54,1995,3,Female,5 Hill Avenue,26,San Diego,CA,92127,33.02,-117.12,44747,91237,80K - 100K,231619,594,7544.085794214169,0.1139909921507064,0.1643614866562009,0.6069594825949367
1010,Korbin Roman,20,20,69,1999,11,Male,5590 Bayview Avenue,200,Avoca,MI,48006,43.05,-82.67,20377,41543,20K - 50K,49021,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1011,Rodrigo Rodriguez,68,70,65,1951,12,Male,46 Lincoln Lane,6,Long Beach,CA,90808,33.82,-118.11,32079,50184,50K - 80K,27778,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1012,Nova Butler,26,30,60,1993,3,Male,118 Mountain View Lane,2,Lake Zurich,IL,60047,42.19,-88.08,48986,99883,80K - 100K,171034,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1013,Mateo Howard,22,30,61,1997,5,Male,666 Lafayette Lane,,Halethorpe,MD,21227,39.21,-76.72,22728,46344,20K - 50K,66994,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1014,Keegan Myers,39,40,68,1980,10,Male,952 Mountain View Boulevard,455,Ludington,MI,49431,43.95,-86.44,15863,32343,20K - 50K,59006,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1015,Ari Roman,61,70,65,1958,5,Male,206 Pine Lane,95,Joliet,IL,60436,41.52,-88.12,17567,35823,20K - 50K,96691,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1016,Oakley Harris,64,70,68,1956,2,Female,25 Elm Street,2,Keller,TX,76248,32.93,-97.22,0,1785,0K - 20K,2892,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1017,Alayna Ward,23,30,65,1996,4,Female,1 Sixth Boulevard,,Tacoma,WA,98466,47.22,-122.54,23366,47639,20K - 50K,0,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1018,Michael Allen,47,50,69,1972,7,Male,318 Ninth Lane,,Waianae,HI,96792,21.44,-158.18,17175,35016,20K - 50K,54455,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1019,Miranda Evans,80,80,69,1940,1,Female,221 Catherine Boulevard,,Fleischmanns,NY,12430,42.15,-74.53,14515,9766,0K - 20K,66,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1020,Braylen Wright,34,40,68,1985,6,Male,30 Catherine Street,,Andrews,SC,29510,33.44,-79.56,14669,29907,20K - 50K,16764,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1021,Jocelyn Martin,20,20,66,1999,10,Female,711 Tenth Street,,Newnan,GA,30263,33.37,-84.78,19899,40572,20K - 50K,0,732,8248.396596097073,0.07997714,0.1331543558484349,0.6034575107084019
1022,Adilynn Wood,45,50,64,1974,12,Female,582 Birch Boulevard,,Fort Myers,FL,33901,26.63,-81.85,19621,40006,20K - 50K,72794,621,9130.934413590572,0.1076966783919598,0.1579154907872696,0.6078746925675675
1023,Perla Myers,19,20,61,2000,4,Female,528 Spruce Lane,7,Chesterton,IN,46304,41.6,-87.05,27261,55587,50K - 80K,151141,621,9130.934413590572,0.1076966783919598,0.1579154907872696,0.6078746925675675
1024,Rory Nelson,70,70,64,1949,12,Female,469 Grant Lane,,Albuquerque,NM,87120,35.11,-106.62,24485,40189,20K - 50K,24169,621,9130.934413590572,0.1076966783919598,0.1579154907872696,0.6078746925675675
1025,Renee Williams,66,70,69,1953,5,Female,211 Valley Street,,Mendham,NJ,7945,40.76,-74.59,91180,185909,150K - 200K,461854,621,9130.934413590572,0.1076966783919598,0.1579154907872696,0.6078746925675675
1026,Ivy Gutierrez,86,90,71,1933,5,Female,81 Hill Avenue,66,Detroit,MI,48235,42.38,-83.1,13820,22650,20K - 50K,0,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1027,Raelynn Nelson,42,50,66,1978,1,Female,12150 Mill Boulevard,,Jackson,MS,39282,32.32,-90.2,13717,27967,20K - 50K,50159,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1028,Darren Murphy,59,60,67,1960,8,Male,6310 Sixth Street,2695,La Porte,TX,77571,29.66,-95.04,26170,53357,50K - 80K,114266,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1029,Markus Masvidal,79,80,68,1940,10,Male,1699 West Lane,,Mentor,OH,44060,41.69,-81.33,24878,29517,20K - 50K,2470,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1030,Jaziel Ross,50,50,69,1969,5,Male,7037 Wessex Avenue,,Skiatook,OK,74070,36.36,-96.03,21234,43290,20K - 50K,90238,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1031,Bill Merkel,94,100,66,1926,1,Male,93 Lafayette Boulevard,,Windsor,CO,80550,40.48,-104.9,27185,60080,50K - 80K,1807,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1032,Marcelo Foster,18,20,66,2002,2,Male,62715 Sixth Avenue,,Hamburg,NY,14075,42.72,-78.83,24121,49185,20K - 50K,92484,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1033,Skylar Perez,51,60,68,1969,1,Male,6310 El Camino Drive,,Godfrey,IL,62035,38.96,-90.18,21680,44206,20K - 50K,62813,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1034,Quincy Fox,39,40,67,1980,5,Male,9995 Pine Avenue,,Middletown,OH,45042,39.5,-84.37,19293,39336,20K - 50K,43747,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1035,Gwendolyn Rogers,43,50,60,1976,11,Female,429 Grant Boulevard,,Elmer,NJ,8318,39.59,-75.17,24417,49788,20K - 50K,83932,690,8828.076799491419,0.1005215772870662,0.1479243832807571,0.6056790332805071
1036,Garrett Macron,63,70,67,1956,10,Male,28136 Wessex Street,,Brooklyn,NY,11212,40.64,-73.94,14856,30288,20K - 50K,42745,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1037,Kora Bailey,83,90,65,1936,8,Female,387 Third Boulevard,,Rio Rico,AZ,85648,31.5,-111.06,15462,29494,20K - 50K,1196,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1038,Marianna Cruz,86,90,65,1933,6,Female,143 Catherine Boulevard,,Kaneohe,HI,96744,21.41,-157.79,24516,49529,20K - 50K,1385,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1039,Cayden Murphy,39,40,69,1980,11,Male,6405 Fifth Avenue,386,Manchester,NH,3104,42.99,-71.45,27706,56486,50K - 80K,116394,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1040,Kade Williams,61,70,68,1959,1,Male,6762 Second Street,,Bennett,CO,80102,39.75,-104.42,26369,53762,50K - 80K,37361,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1041,Micheal Long,28,30,61,1991,4,Male,54 Burns Avenue,,Broken Bow,OK,74728,34.02,-94.73,13811,28163,20K - 50K,50872,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1042,Lucia Gonzalez,92,100,61,1927,12,Female,34 Bayview Drive,,Rialto,CA,92376,34.1,-117.38,14632,26546,20K - 50K,2480,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1043,Kailey Wright,28,30,67,1991,10,Female,207 Washington Lane,,Medford,NJ,8055,39.86,-74.82,39269,80060,80K - 100K,0,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1044,Whitney Mitchell,70,70,67,1950,1,Female,867 Valley Stream Boulevard,645,Sanford,FL,32773,28.78,-81.27,17736,26574,20K - 50K,5244,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1045,Kaison Turner,26,30,67,1994,2,Male,225 Ocean View Avenue,,Richmond,VA,23235,37.55,-77.46,26269,53554,50K - 80K,119852,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1046,Maximiliano Carter,40,40,71,1979,12,Male,9466 Essex Street,,Bessemer,AL,35023,33.43,-86.99,19851,40473,20K - 50K,54899,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1047,Aliana Diaz,76,80,68,1943,10,Female,2760 Forest Drive,,Sioux Falls,SD,57106,43.54,-96.73,21089,31145,20K - 50K,5132,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1048,Mayson Collins,28,30,68,1991,12,Male,243 Wessex Avenue,,San Marcos,CA,92069,33.15,-117.17,22081,45021,20K - 50K,77559,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1049,Khalid Masvidal,25,30,71,1994,8,Male,99791 12th Boulevard,,Round Rock,TX,78681,30.51,-97.67,31839,64917,50K - 80K,102747,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1050,Brycen Bell,58,60,66,1961,11,Male,50 Spruce Street,,Sacramento,CA,95823,38.47,-121.44,15290,31177,20K - 50K,18859,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1051,Quinton Powell,21,30,66,1998,4,Male,724 Valley Stream Street,,Garland,TX,75044,32.91,-96.62,27057,55166,50K - 80K,70698,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1052,Aya Ross,71,80,65,1948,5,Female,391 South Street,7,Sanford,FL,32771,28.78,-81.27,22585,38009,20K - 50K,20529,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1053,Cain Morgan,27,30,67,1992,7,Male,9517 Ninth Street,85,Colchester,VT,5446,44.53,-73.15,26033,53082,50K - 80K,106945,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1054,Azariah Hall,21,30,69,1998,5,Female,537 Fourth Lane,5,Amanda,OH,43102,39.65,-82.74,19000,38739,20K - 50K,0,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1055,Sloane Ward,52,60,66,1967,9,Female,417 Hill Lane,,Lexington,KY,40509,38.04,-84.45,28583,58278,50K - 80K,51539,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1056,Melany Taylor,23,30,55,1996,3,Female,989 Hill Avenue,,Leesburg,FL,34748,28.8,-81.88,11204,22844,20K - 50K,37625,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1057,Hezekiah Howard,18,20,65,2002,1,Male,822 Ocean View Lane,27,Baldwin Park,CA,91706,34.09,-117.96,15775,32165,20K - 50K,25778,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1058,Jewel Perry,48,50,66,1971,12,Female,33 North Avenue,342,Palisades Park,NJ,7650,40.84,-73.99,22278,45422,20K - 50K,83940,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1059,Pierce Reed,42,50,69,1977,8,Male,74 Sixth Avenue,,Omaha,NE,68164,41.26,-96.01,28553,58223,50K - 80K,128784,689,8927.643803,0.1181628960396039,0.1672299752475247,0.6050844285714286
1060,Nolan Sadr,67,70,65,1952,10,Male,8787 Rose Avenue,,San Francisco,CA,94112,37.72,-122.44,22549,47213,20K - 50K,1082,789,8474.707736322911,0.1107300699186991,0.1607958682926829,0.6109710639344262
1061,Belen Reyes,45,50,69,1974,5,Female,9891 Valley Drive,,Belzoni,MS,39038,33.17,-90.48,10909,22249,20K - 50K,20420,789,8474.707736322911,0.1107300699186991,0.1607958682926829,0.6109710639344262
1062,Addisyn Gomez,39,40,65,1980,4,Female,871 12th Lane,,Woodbridge,VA,22191,38.63,-77.26,26618,54273,50K - 80K,110237,789,8474.707736322911,0.1107300699186991,0.1607958682926829,0.6109710639344262
1063,Marley Anwar,51,60,68,1968,7,Female,5537 Eighth Street,,Minneapolis,MN,55419,44.96,-93.26,40364,82298,80K - 100K,182301,789,8474.707736322911,0.1107300699186991,0.1607958682926829,0.6109710639344262
1064,Myra Faraday,39,40,63,1980,4,Female,396 Park Street,6644,Glade Valley,NC,28627,36.48,-81.05,11431,23307,20K - 50K,31064,789,8474.707736322911,0.1107300699186991,0.1607958682926829,0.6109710639344262
1065,Jefferson Jenkins,58,60,71,1961,10,Male,3817 Martin Luther King Avenue,,Palos Verdes Peninsula,CA,90274,33.77,-118.34,58517,119308,100K - 150K,89328,789,8474.707736322911,0.1107300699186991,0.1607958682926829,0.6109710639344262
1066,Shawn Walker,62,70,66,1957,9,Male,6076 Bayview Boulevard,,Milwaukee,WI,53206,43.06,-87.96,9995,20377,0K - 20K,12092,789,8474.707736322911,0.1107300699186991,0.1607958682926829,0.6109710639344262
1067,Daniel Martinez,21,30,62,1998,8,Male,894 Catherine Boulevard,,Fort Plain,NY,13339,42.93,-74.62,15242,31077,20K - 50K,89659,789,8474.707736322911,0.1107300699186991,0.1607958682926829,0.6109710639344262
1068,Linda Carter,79,80,65,1940,5,Female,265 Little Creek Street,,Mira Loma,CA,91752,33.99,-117.53,19851,15470,0K - 20K,15349,789,8474.707736322911,0.1107300699186991,0.1607958682926829,0.6109710639344262
1069,Stetson Thomas,32,40,55,1987,4,Male,3249 12th Drive,,Woodinville,WA,98077,47.75,-122.04,51751,105515,100K - 150K,192458,646,8856.968211122994,0.1176245291262135,0.162105851,0.6107620781758957
1070,Macy Wilson,52,60,61,1967,4,Female,2332 Elm Lane,,Walnut Creek,CA,94596,37.89,-122.03,42685,87030,80K - 100K,156474,646,8856.968211122994,0.1176245291262135,0.162105851,0.6107620781758957
1071,Angelina Turner,51,60,56,1968,7,Female,2920 11th Boulevard,,Gulf Shores,AL,36542,30.27,-87.7,15553,31713,20K - 50K,42895,646,8856.968211122994,0.1176245291262135,0.162105851,0.6107620781758957
1072,Vicente Martinez,36,40,68,1983,12,Male,9340 Valley Street,20,Bradenton,FL,34207,27.48,-82.57,13972,28489,20K - 50K,6087,808,9032.348167258331,0.1100008481848184,0.1585219306930693,0.6073963205980066
1073,Maleah Morris,18,20,55,2001,12,Female,892 Third Boulevard,,Anchorage,AK,99507,61.14,-149.76,28730,58579,50K - 80K,94998,808,9032.348167258331,0.1100008481848184,0.1585219306930693,0.6073963205980066
1074,Suzette Reed,35,40,66,1984,4,Female,334 Birch Drive,,Thompsons Station,TN,37179,35.82,-87.01,27637,56350,50K - 80K,120125,808,9032.348167258331,0.1100008481848184,0.1585219306930693,0.6073963205980066
1075,Amayah Thomas,63,70,69,1956,9,Female,6429 Fifth Avenue,42,Charlotte,NC,28226,35.19,-80.83,39752,81048,80K - 100K,156195,781,9122.71399,0.1124201442857142,0.1600489585714286,0.6099363582733812
1076,Jeffery Farhad,48,50,66,1971,5,Male,2981 Ninth Boulevard,,Latrobe,PA,15650,40.31,-79.38,19486,39733,20K - 50K,79302,781,9122.71399,0.1124201442857142,0.1600489585714286,0.6099363582733812
1077,Alyssa Cox,50,50,71,1969,9,Female,64 Mill Street,,Franklin,WI,53132,42.88,-88,29924,61008,50K - 80K,0,781,9122.71399,0.1124201442857142,0.1600489585714286,0.6099363582733812
1078,Kyree Anwar,90,90,67,1929,12,Male,73 Summit Street,,Kailua,HI,96734,21.4,-157.73,26370,39214,20K - 50K,0,781,9122.71399,0.1124201442857142,0.1600489585714286,0.6099363582733812
1079,Zelda Ward,19,20,62,2000,12,Female,849 George Avenue,,Easton,MD,21601,38.77,-76.06,23180,47263,20K - 50K,74853,726,8417.74769,0.1042361714285714,0.1485403095238095,0.6044890384615383
1080,Myah Gray,92,100,72,1927,8,Female,290 Forest Street,,Tucson,AZ,85749,32.28,-110.73,30818,57732,50K - 80K,2261,726,8417.74769,0.1042361714285714,0.1485403095238095,0.6044890384615383
1081,Hendrix Myers,36,40,66,1983,10,Male,547 Norfolk Boulevard,,Ainsworth,IA,52201,41.29,-91.55,18302,37316,20K - 50K,37515,726,8417.74769,0.1042361714285714,0.1485403095238095,0.6044890384615383
1082,Heidi Baker,29,30,70,1990,3,Female,587 East Lane,,Sanford,NC,27332,35.36,-79.13,17854,36404,20K - 50K,11745,726,8417.74769,0.1042361714285714,0.1485403095238095,0.6044890384615383
1083,Jakob Johnson,20,20,67,1999,11,Male,189 Ninth Lane,8,Langhorne,PA,19047,40.17,-74.91,31656,64548,50K - 80K,14864,726,8417.74769,0.1042361714285714,0.1485403095238095,0.6044890384615383
1084,Rosie Lonsdale,83,90,65,1936,3,Female,480 Catherine Drive,,Stamford,CT,6902,41.09,-73.55,37213,74753,50K - 80K,1585,726,8417.74769,0.1042361714285714,0.1485403095238095,0.6044890384615383
1085,Naya Howard,47,50,66,1972,7,Female,69590 Rose Drive,57,Williamstown,NJ,8094,39.68,-74.98,24911,50790,50K - 80K,3547,726,8417.74769,0.1042361714285714,0.1485403095238095,0.6044890384615383
