,User,CARD INDEX,Retailer ID,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
3656,1192,2,26,4672018031116294,11/2021,314,YES,1,$18048,08/2006,2007,No
3657,1193,0,24,4613268743262267,03/2020,131,YES,1,$25102,11/2010,2014,No
3658,1194,0,24,4353880576731238,01/2022,425,YES,2,$13773,05/2008,2008,No
3659,1194,1,11,5199593781302958,05/2021,864,YES,1,$12892,08/2011,2011,No
3660,1195,0,1,359230628127716,05/2019,198,YES,2,$6600,11/2012,2012,No
3661,1195,1,24,4661359494660870,04/2024,259,YES,2,$25650,05/2016,2016,No
3662,1195,2,11,5995510727358219,06/2020,873,YES,2,$37192,09/2009,2010,No
3663,1196,0,11,5243935173726742,04/2021,608,YES,1,$5779,09/2006,2014,No
3664,1196,1,24,4036369476300576,08/2023,682,YES,1,$13325,05/2001,2011,No
3665,1196,2,1,344071694724842,01/2023,346,YES,1,$4000,11/2005,2009,No
3666,1196,3,2,323444546475230,02/2023,788,YES,1,$6900,05/2000,2012,No
3667,1197,0,11,5971471233715173,10/2023,760,YES,1,$35702,09/2017,2017,No
3668,1197,1,1,332244260422916,08/2024,240,YES,1,$13200,02/2020,2020,No
3669,1197,2,20,4190991721490115,03/2020,326,YES,2,$21700,11/2018,2018,No
3670,1197,3,21,4919539941598159,08/2020,561,NO,1,$13700,01/2020,2020,No
3671,1198,0,24,4354373957390483,10/2020,188,YES,1,$24389,01/2020,2020,No
3672,1198,1,17,5874661434134402,02/2020,293,YES,2,$74,03/2019,2019,No
3673,1198,2,1,307297025936750,12/2020,918,YES,1,$12100,01/2006,2011,No
3674,1199,0,11,5850811144559937,11/2022,655,YES,1,$16640,10/2008,2009,No
3675,1199,1,12,5311017800546224,09/2013,133,YES,1,$14889,06/2010,2011,No
3676,1199,2,24,4944351254118665,06/2021,741,YES,1,$19080,07/2007,2010,No
3677,1200,0,20,4589986776113951,10/2023,678,NO,2,$7600,05/2015,2015,No
3678,1201,0,11,5625758363027280,03/2023,881,YES,2,$14525,11/1997,2014,No
3679,1201,1,24,4045049141463000,02/2020,604,YES,1,$15636,02/2005,2014,No
3680,1201,2,12,5751381604807658,08/2023,244,YES,2,$13296,10/2008,2016,No
3681,1201,3,20,4307225452598898,03/2023,672,NO,2,$10100,09/2003,2011,No
3682,1201,4,25,4632658313488911,09/2024,732,NO,1,$36412,04/2001,2007,No
3683,1202,0,24,4328249998295607,11/2023,853,YES,1,$4589,09/2004,2012,No
3684,1202,1,11,5670267603066033,02/2020,875,YES,1,$17474,06/2005,2015,No
3685,1203,0,1,375947824371679,05/2024,928,YES,1,$12000,01/2020,2020,No
3686,1203,1,2,354491217269737,02/2020,772,YES,1,$16900,02/2020,2020,No
3687,1203,2,11,5295246280473124,07/2023,117,YES,1,$26277,02/2010,2010,No
3688,1203,3,12,5716337574011958,02/2020,231,YES,1,$26317,04/2014,2014,No
3689,1204,0,20,4568990237174716,01/2022,624,YES,2,$13600,07/2017,2017,No
3690,1205,0,11,5729297445419728,08/2024,288,NO,2,$21540,02/2020,2020,No
3691,1206,0,11,5395349112538164,03/2020,34,YES,1,$37468,02/2014,2014,No
3692,1206,1,24,4686195455656898,04/2021,292,NO,1,$27864,10/2009,2012,No
3693,1206,2,29,4553257553445993,02/2020,55,NO,1,$65,06/2018,2018,No
3694,1206,3,25,4597236520104139,03/2020,389,YES,1,$31842,07/2016,2016,No
3695,1206,4,20,4206248084502476,03/2020,545,YES,2,$14900,06/2002,2011,No
3696,1206,5,21,4907569031158213,08/2024,170,YES,2,$12400,05/2018,2018,No
3697,1207,0,11,5847682490938899,12/2020,383,YES,2,$14094,10/2011,2018,No
3698,1207,1,12,5025895057524839,01/2021,367,YES,1,$8962,09/1999,2011,No
3699,1208,0,11,5746888458694762,02/2018,646,YES,1,$15510,03/2011,2011,No
3700,1208,1,12,5463153984541850,06/2024,13,YES,1,$20311,05/2010,2012,No
3701,1208,2,24,4655468499465057,09/2023,303,YES,1,$13492,07/2010,2010,No
3702,1209,0,11,5557084446860843,02/2022,77,YES,2,$10015,02/2020,2020,No
3703,1210,0,17,5842764862143149,12/2023,478,YES,1,$77,08/2008,2009,No
3704,1210,1,1,316712270679687,05/2022,946,YES,1,$8200,02/2006,2016,No
3705,1210,2,18,5095132989101394,10/2019,88,YES,2,$50,07/2008,2008,No
3706,1210,3,11,5501198442764705,09/2010,847,YES,1,$297,09/2009,2009,No
3707,1211,0,7,5542688229083627,12/2022,439,YES,1,$9300,11/2007,2014,No
3708,1211,1,11,5859732793534498,06/2023,348,YES,2,$24425,03/2004,2006,No
3709,1211,2,20,4565836303791159,09/2021,441,YES,2,$3900,01/2010,2010,No
3710,1211,3,24,4952248755072919,04/2020,398,YES,1,$21098,04/2006,2009,No
3711,1211,4,21,4550312126148406,01/2020,957,YES,1,$10800,10/2011,2013,No
3712,1211,5,12,5707448794545768,06/2024,39,YES,2,$6817,06/2005,2016,No
3713,1212,0,20,4651180699756033,02/2024,460,YES,1,$12600,01/2004,2011,No
3714,1212,1,17,5896780709526638,11/2010,903,NO,1,$42,11/2001,2004,No
3715,1212,2,7,5888879465203741,12/2009,88,YES,2,$6400,12/2006,2009,No
3716,1212,3,21,4618393100129362,07/2020,775,YES,1,$9800,09/2010,2011,No
3717,1212,4,24,4081263773546457,07/2023,64,YES,1,$4750,03/2003,2011,No
3718,1212,5,25,4321384766522664,08/2021,682,NO,2,$6532,10/2009,2009,No
3719,1213,0,11,5446273979485247,11/2022,233,YES,1,$1044,03/2016,2016,No
3720,1213,1,12,5521214390191681,09/2018,672,YES,1,$746,03/2011,2011,No
3721,1213,2,17,5098538543569884,02/2020,816,YES,1,$61,02/2020,2020,No
3722,1214,0,17,5791031552039031,10/2008,655,YES,2,$58,11/2007,2015,No
3723,1215,0,24,4340110703036077,05/2022,710,YES,1,$18771,09/2004,2009,No
3724,1215,1,25,4892346599778032,01/2023,219,YES,1,$17108,10/2007,2007,No
3725,1215,2,26,4202710228630182,10/2023,579,YES,1,$12446,02/2020,2020,No
3726,1215,3,20,4300760560641973,01/2021,406,YES,1,$8200,07/2006,2013,No
3727,1215,4,11,5166839761897522,05/2022,983,YES,2,$7081,04/2008,2010,No
3728,1216,0,11,5601172841459295,02/2024,29,YES,1,$23009,02/2015,2015,No
3729,1216,1,24,4657379115764717,11/2017,578,YES,2,$17973,12/2013,2013,No
3730,1216,2,12,5843688837981178,10/2023,880,YES,1,$12254,08/2015,2015,No
3731,1216,3,13,5928230249203938,08/2022,212,YES,1,$20799,09/2010,2010,No
3732,1217,0,11,5809172741821189,03/2021,282,YES,2,$27320,04/2004,2008,No
3733,1218,0,24,4372566654697981,09/2023,83,YES,2,$34818,09/2012,2012,No
3734,1218,1,25,4789580361652931,10/2020,216,YES,2,$38837,03/2016,2016,No
3735,1218,2,7,5427161135500744,03/2024,304,YES,2,$23500,08/2009,2020,No
3736,1219,0,11,5688998474789359,06/2020,292,YES,1,$13014,02/2014,2014,No
3737,1219,1,1,314195561633807,05/2023,296,YES,2,$5500,10/2006,2017,No
3738,1219,2,24,4635941322761456,03/2020,691,YES,2,$5949,09/2008,2008,No
3739,1220,0,20,4379930917559486,11/2023,210,YES,2,$10700,09/2008,2010,No
3740,1220,1,11,5215692889951889,04/2022,134,YES,1,$12451,07/2007,2008,No
3741,1220,2,21,4751378907766314,04/2024,254,YES,2,$6700,02/2020,2020,No
3742,1220,3,12,5252574971670597,04/2018,920,YES,1,$19086,08/2009,2011,No
3743,1220,4,22,4116639367344725,05/2021,923,YES,2,$9700,04/2010,2016,No
3744,1221,0,7,5974021114272858,09/2008,886,YES,2,$17200,12/2007,2010,No
3745,1221,1,11,5770382684241108,06/2015,832,YES,2,$29486,09/2008,2008,No
3746,1221,2,8,5587070999180300,04/2023,335,YES,2,$9700,02/2010,2011,No
3747,1221,3,12,5768399039617120,07/2022,221,YES,2,$20111,09/2013,2013,No
3748,1221,4,20,4320443111658308,10/2021,613,YES,1,$13200,04/2007,2014,No
3749,1222,0,24,4400145099296126,07/2020,57,YES,1,$29728,08/2019,2019,No
3750,1222,1,7,5516802254742641,10/2024,160,NO,1,$7900,12/2004,2012,No
3751,1222,2,25,4673279351880301,07/2023,339,YES,2,$12106,02/2009,2009,No
3752,1222,3,26,4680771406185126,01/2013,913,YES,1,$7452,01/2010,2018,No
3753,1223,0,11,5459374115989094,07/2021,582,YES,1,$28281,02/2020,2020,No
3754,1223,1,20,4217570056214862,11/2013,636,YES,2,$11400,05/2002,2014,No
3755,1223,2,12,5514653687166060,08/2024,70,YES,1,$28790,03/2001,2009,No
3756,1224,0,20,4914564671433884,03/2010,700,YES,1,$15700,03/1997,2013,No
3757,1224,1,11,5436863739232627,09/2023,303,YES,1,$34075,11/2005,2008,No
3758,1224,2,21,4986982616793595,04/2012,992,YES,2,$18600,09/2007,2008,No
3759,1225,0,1,315776046694876,05/2024,574,YES,2,$9700,02/2014,2014,No
3760,1225,1,24,4578702900762730,09/2022,433,YES,2,$13352,11/2005,2012,No
3761,1225,2,25,4168082636728790,03/2024,528,YES,1,$28179,12/2015,2015,No
3762,1226,0,11,5407444040414986,01/2024,334,YES,1,$19132,12/2007,2014,No
3763,1227,0,24,4948136387572248,10/2019,49,YES,1,$31535,07/2017,2017,No
3764,1227,1,11,5629988786276968,01/2018,537,YES,1,$51951,02/2017,2017,No
3765,1227,2,20,4323924929422769,09/2020,171,YES,1,$23400,11/2007,2008,No
3766,1227,3,12,5002267521388916,08/2020,143,YES,2,$4130,12/2004,2015,No
3767,1227,4,7,5458395445867294,10/2011,347,YES,1,$11500,07/2006,2010,No
3768,1228,0,20,4642731433732483,09/2020,661,YES,2,$22100,09/2018,2018,No
3769,1228,1,11,5511755355725125,11/2010,644,YES,1,$34722,11/2004,2010,No
3770,1228,2,24,4695286118783923,12/2011,601,YES,1,$21885,06/2011,2011,No
3771,1228,3,12,5505577705152118,07/2020,828,YES,2,$39870,12/2002,2003,No
3772,1229,0,20,4464546125723807,07/2021,2,YES,2,$5900,11/2017,2017,No
3773,1230,0,17,5640678853508823,03/2023,57,YES,2,$70,06/2009,2009,No
3774,1231,0,11,5863955184387781,03/2023,881,YES,2,$66930,03/2012,2012,No
3775,1231,1,12,5795522328185876,05/2020,134,YES,2,$72274,01/2018,2018,No
3776,1231,2,13,5043143066698540,09/2020,288,YES,2,$130971,05/2002,2010,No
3777,1231,3,24,4313972060102096,11/2024,601,YES,1,$52717,02/2020,2020,No
3778,1231,4,20,4582418773157215,12/2021,935,NO,1,$25500,06/2010,2012,No
3779,1231,5,25,4081497493570328,10/2017,60,YES,2,$42541,11/2008,2012,No
3780,1232,0,11,5683216868250723,04/2022,563,NO,1,$5456,02/2020,2020,No
3781,1232,1,24,4183750300220988,04/2014,371,NO,1,$12606,11/2013,2013,No
3782,1233,0,11,5761918360234631,08/2020,174,YES,2,$20174,07/2011,2011,No
3783,1234,0,11,5406672659038258,01/2023,826,YES,1,$20090,12/2010,2011,No
3784,1234,1,24,4840352039939042,03/2021,40,YES,1,$11906,02/2006,2009,No
3785,1234,2,12,5967723936818875,01/2022,556,YES,1,$27888,06/2017,2017,No
3786,1234,3,13,5371022252715957,04/2024,192,YES,1,$24132,12/1998,2008,No
3787,1235,0,11,5109330727953243,12/2023,947,YES,2,$13461,06/2006,2010,No
3788,1236,0,1,302982223076555,08/2009,303,NO,1,$9900,11/2007,2009,No
3789,1236,1,11,5675018091828270,11/2009,920,YES,2,$4252,04/1994,2019,No
3790,1236,2,20,4299407178052848,12/2020,725,YES,2,$9800,05/2009,2011,No
3791,1236,3,12,5605185522594083,07/2019,357,YES,2,$16732,07/2019,2019,No
3792,1236,4,24,4564887957887151,01/2023,17,YES,1,$13609,02/2020,2020,No
3793,1236,5,13,5565606559185997,05/2013,576,YES,2,$17804,12/2009,2009,No
3794,1237,0,20,4348372675855427,05/2023,727,YES,2,$6200,07/2009,2010,No
3795,1237,1,24,4651206649559689,04/2023,125,YES,1,$30891,01/2004,2011,No
3796,1237,2,11,5348564290163186,01/2024,732,YES,1,$31873,04/2017,2017,No
3797,1237,3,1,325342510254113,07/2024,179,YES,2,$15600,05/2010,2019,No
3798,1238,0,17,5008439256687405,12/2022,26,YES,1,$110,07/2009,2012,No
3799,1238,1,24,4422286262403261,05/2024,81,YES,2,$17405,03/2003,2003,No
3800,1238,2,29,4249622290515029,12/2022,435,YES,2,$58,01/2020,2020,No
3801,1238,3,7,5556924127105785,10/2011,777,YES,1,$9200,09/2007,2007,No
3802,1239,0,20,4092157051011106,02/2020,223,YES,2,$11200,02/2020,2020,No
3803,1240,0,11,5131900662646656,12/2018,352,YES,1,$23206,09/2018,2018,No
3804,1240,1,24,4779183477104256,04/2020,0,YES,2,$35684,08/2010,2012,No
3805,1240,2,17,5792924047685794,11/2016,384,NO,1,$76,11/2016,2016,No
3806,1240,3,25,4529536293051711,07/2023,124,YES,2,$18270,01/2005,2011,No
3807,1241,0,11,5142418384827692,12/2020,69,YES,2,$6588,05/2007,2011,No
3808,1241,1,1,352313983770185,03/2021,46,YES,2,$12200,04/2011,2011,No
3809,1241,2,24,4636375740619751,09/2022,747,YES,1,$23083,02/2020,2020,No
3810,1241,3,12,5923792663677656,02/2022,585,YES,1,$21497,11/2009,2009,No
3811,1242,0,17,5823790653455975,02/2021,850,YES,3,$29,06/2006,2012,No
3812,1242,1,11,5300232902137599,07/2022,711,YES,2,$20165,10/2010,2012,No
3813,1242,2,5,6237354607435107,05/2022,959,YES,2,$16300,11/2009,2011,No
3814,1242,3,6,6374995163580888,03/2020,743,YES,1,$11100,11/2009,2010,No
3815,1242,4,20,4780949143263441,08/2023,540,YES,2,$7700,03/2014,2014,No
3816,1243,0,7,5150069202644467,01/2023,263,YES,2,$6000,07/2004,2010,No
3817,1244,0,11,5564349746173182,04/2023,547,YES,1,$2049,02/2020,2020,No
3818,1244,1,1,326339433819854,12/2022,719,NO,1,$7600,02/2020,2020,No
3819,1244,2,12,5172118224009293,01/2024,934,YES,1,$14670,01/2020,2020,No
3820,1245,0,7,5124729225452111,01/2017,871,YES,2,$11600,08/2014,2014,No
3821,1245,1,24,4066451880192964,04/2016,9,YES,1,$14960,04/2015,2015,No
3822,1245,2,8,5534545928651524,09/2021,779,YES,2,$9600,04/2006,2015,No
3823,1245,3,11,5316533998904069,10/2020,61,YES,2,$17367,12/2007,2007,No
3824,1246,0,11,5809911164005512,04/2013,820,YES,1,$21358,06/2006,2010,No
3825,1246,1,20,4354830180585460,09/2022,729,YES,1,$16900,07/2007,2010,No
3826,1246,2,7,5974259705472551,09/2022,587,YES,2,$8500,07/2004,2009,No
3827,1246,3,24,4793775442106825,04/2013,996,YES,1,$28431,09/2008,2008,No
3828,1247,0,11,5571882432332667,07/2020,838,YES,2,$77,02/2008,2016,No
3829,1247,1,12,5828285674944288,08/2024,192,YES,1,$17360,01/2007,2010,No
3830,1247,2,13,5480672627250008,09/2021,129,YES,2,$4055,10/2009,2017,No
3831,1248,0,11,5052440378992955,09/2023,144,YES,2,$14216,02/2003,2010,No
3832,1248,1,24,4009658209741631,12/2023,357,NO,2,$19037,04/2003,2011,No
3833,1248,2,12,5195329982261769,01/2020,148,YES,1,$16028,08/2007,2011,No
3834,1248,3,5,6106487579112176,08/2010,762,YES,1,$14200,04/2005,2011,No
3835,1249,0,24,4587822219584718,07/2023,49,YES,1,$12640,09/2006,2009,No
3836,1249,1,11,5547459880579017,02/2020,116,YES,2,$16868,03/2010,2010,No
3837,1249,2,12,5740589965857604,11/2022,40,YES,1,$11121,02/2013,2013,No
3838,1249,3,20,4374571351357853,10/2020,674,YES,1,$10000,10/2009,2010,No
3839,1250,0,29,4356014925676102,07/2020,139,YES,2,$56,04/2001,2011,No
3840,1250,1,24,4439649579256628,01/2021,327,YES,2,$27376,03/2012,2012,No
3841,1250,2,11,5140694561445565,07/2019,960,YES,2,$32676,12/2012,2012,No
3842,1250,3,25,4096589319918041,04/2021,856,NO,1,$25658,07/2009,2009,No
3843,1250,4,20,4796299187967541,05/2018,852,NO,2,$22800,08/2008,2011,No
3844,1251,0,7,5610919224995166,06/2023,951,YES,2,$10700,02/2020,2020,No
3845,1251,1,20,4733769586168380,02/2021,556,YES,2,$5100,04/2015,2015,No
3846,1251,2,21,4520440445748141,01/2022,108,NO,1,$7200,02/2020,2020,No
3847,1252,0,24,4098737153492414,03/2020,894,YES,1,$16740,12/2009,2011,No
3848,1252,1,25,4711760668874166,02/2020,378,YES,1,$13841,01/2020,2020,No
3849,1252,2,26,4969924078004898,12/2022,881,YES,1,$15638,09/2012,2012,No
3850,1252,3,1,332511890564170,05/2022,728,YES,1,$11400,06/2007,2007,No
3851,1253,0,11,5511781840326939,09/2022,876,YES,1,$12501,02/2014,2014,No
3852,1253,1,17,5872869557387766,01/2023,582,YES,1,$71,08/2014,2014,No
3853,1253,2,12,5794165239075456,01/2011,465,YES,2,$11164,06/2009,2010,No
3854,1254,0,24,4048907303086785,09/2021,463,YES,2,$8365,08/2009,2009,No
3855,1254,1,25,4110479205142550,12/2021,951,YES,2,$17104,05/2009,2010,No
3856,1254,2,1,338367003904163,12/2013,279,YES,1,$2100,02/2007,2009,No
3857,1254,3,11,5683833994969618,04/2006,884,YES,1,$13634,01/2005,2011,No
3858,1254,4,17,5803099724523617,09/2020,930,YES,1,$63,04/2015,2015,No
3859,1254,5,12,5868327296481310,01/2023,32,YES,2,$18721,06/2005,2009,No
3860,1255,0,1,350866149120216,09/2023,265,YES,2,$3400,06/2004,2008,No
3861,1256,0,11,5729617930802602,11/2021,320,NO,1,$6824,02/2020,2020,No
3862,1257,0,20,4620214760209909,10/2022,406,YES,1,$20700,02/2020,2020,No
3863,1258,0,20,4683287791246500,05/2018,517,NO,1,$6200,05/2005,2013,No
3864,1258,1,29,4766664432411893,04/2021,545,YES,2,$31,02/2000,2014,No
3865,1258,2,21,4274713434654848,08/2021,743,YES,1,$1000,11/2003,2009,No
3866,1258,3,30,4226159572103725,10/2023,756,YES,2,$77,05/2004,2007,No
3867,1259,0,17,5119564246293765,06/2023,883,YES,2,$31,01/2020,2020,No
3868,1259,1,24,4913448302190851,06/2020,688,YES,1,$318,01/2020,2020,No
3869,1260,0,24,4946571800021795,04/2023,686,NO,1,$20709,02/2020,2020,No
3870,1260,1,11,5332075103527991,10/2022,561,YES,2,$20230,04/2007,2010,No
3871,1260,2,12,5299237121049630,10/2023,876,YES,2,$14749,04/2012,2012,No
3872,1261,0,11,5855071426646203,09/2022,238,YES,3,$9171,02/1999,2005,No
3873,1261,1,1,325450874784558,05/2018,496,YES,2,$17400,12/2013,2013,No
3874,1262,0,11,5821391213524439,10/2023,652,NO,2,$14475,06/2007,2009,No
3875,1263,0,11,5230397441824610,12/2020,954,YES,2,$15967,02/2007,2009,No
3876,1263,1,24,4901552848355257,08/2024,325,YES,1,$12250,03/2019,2019,No
3877,1263,2,29,4841863549456234,04/2024,875,YES,2,$63,11/2009,2009,No
3878,1263,3,17,5938011695949462,08/2023,234,YES,2,$66,04/2007,2010,No
3879,1263,4,20,4719385621754821,09/2022,503,YES,1,$8500,05/2008,2014,No
3880,1264,0,17,5784144789342929,01/2024,653,NO,1,$65,07/2012,2012,No
3881,1264,1,5,6839227927848570,02/2020,968,YES,2,$16100,02/2020,2020,No
3882,1264,2,11,5837070772426672,12/2020,507,YES,1,$3313,01/2020,2020,No
3883,1265,0,20,4945782637783655,01/2020,709,YES,1,$10400,01/2020,2020,No
3884,1265,1,11,5848871754957968,06/2021,553,NO,2,$2117,02/2020,2020,No
3885,1265,2,24,4808969144268435,02/2020,997,YES,1,$11265,01/2020,2020,No
3886,1265,3,12,5718188955977060,02/2021,385,YES,3,$5618,01/2020,2020,No
3887,1266,0,1,376534551118716,06/2022,382,YES,2,$20800,10/2010,2013,No
3888,1266,1,2,335380246966517,11/2020,42,YES,3,$11700,02/2020,2020,No
3889,1266,2,24,4573117764811951,06/2022,178,YES,1,$33028,01/2020,2020,No
3890,1266,3,25,4703890283144405,04/2024,233,YES,1,$19830,12/2013,2013,No
3891,1266,4,11,5663749194216135,02/2019,176,YES,1,$22482,07/2015,2015,No
3892,1266,5,20,4018902833542405,08/2023,755,YES,1,$22400,10/2002,2010,No
3893,1266,6,29,4850287414377343,10/2024,123,YES,1,$62,05/2010,2012,No
3894,1267,0,11,5506105334909341,01/2008,72,YES,2,$27723,07/2007,2010,No
3895,1267,1,7,5542832924202774,03/2023,210,NO,1,$31800,08/2008,2012,No
3896,1267,2,12,5383684382213654,03/2018,931,YES,1,$16028,02/2009,2009,No
3897,1267,3,13,5085756475637529,01/2021,35,YES,2,$25411,07/2002,2013,No
3898,1268,0,24,4939717188461311,10/2023,395,NO,1,$11912,01/2014,2014,No
3899,1268,1,11,5174537590358880,12/2024,473,YES,2,$13064,09/2017,2017,No
3900,1268,2,12,5693986376592853,10/2016,390,YES,2,$8912,10/2015,2015,No
3901,1269,0,11,5609582366095384,01/2020,292,YES,2,$15962,02/2008,2013,No
3902,1270,0,20,4048254149559977,11/2020,440,YES,1,$18200,02/2005,2014,No
3903,1270,1,11,5119838138946124,08/2016,162,YES,2,$3450,07/2006,2014,No
3904,1270,2,24,4698652103391033,05/2021,88,YES,1,$3450,09/2008,2016,No
3905,1270,3,12,5631140574725941,11/2023,370,YES,1,$39598,12/1999,2006,No
3906,1271,0,11,5041427711902777,01/2022,748,YES,1,$36502,02/2016,2016,No
3907,1271,1,20,4757921989009514,10/2023,921,YES,1,$14900,05/2006,2014,No
3908,1271,2,7,5871669086673415,09/2020,698,YES,1,$11800,10/2012,2012,No
3909,1271,3,1,333081160230544,06/2024,480,YES,1,$14000,02/2010,2012,No
3910,1271,4,21,4897401691817585,05/2022,951,YES,2,$16000,08/2008,2009,No
3911,1272,0,11,5075163198448769,10/2022,30,YES,2,$32557,03/2008,2008,No
3912,1272,1,12,5471442279898272,02/2021,537,NO,1,$21820,12/2011,2011,No
3913,1272,2,13,5728056480439167,06/2024,992,YES,2,$14448,09/2005,2011,No
3914,1273,0,11,5112985372677713,08/2022,62,YES,2,$19038,10/2008,2010,No
3915,1273,1,12,5422967140573110,03/2012,803,YES,1,$23632,06/2007,2009,No
3916,1274,0,11,5115906061769120,12/2022,219,YES,2,$18627,06/2004,2010,No
3917,1275,0,17,5027092702312429,08/2021,52,YES,1,$86,06/2019,2019,No
3918,1275,1,24,4940574343090024,12/2014,702,YES,1,$18944,11/2014,2014,No
3919,1275,2,25,4276460060200386,08/2022,264,YES,1,$20962,01/2005,2011,No
3920,1275,3,18,5271307942784936,02/2016,888,YES,1,$86,06/2004,2006,No
3921,1276,0,1,360424769741306,10/2021,352,NO,2,$6000,12/2015,2015,No
3922,1277,0,1,364278996069965,02/2020,191,YES,1,$12500,06/2016,2016,No
3923,1278,0,1,364647060276955,04/2020,223,YES,1,$17200,10/2015,2015,No
3924,1278,1,11,5012576433104478,01/2015,411,YES,1,$31163,03/2014,2014,No
3925,1278,2,17,5317204750431758,05/2024,412,YES,1,$59,06/2013,2013,No
3926,1278,3,7,5757079020713035,06/2024,544,NO,1,$13500,04/2005,2009,No
3927,1279,0,20,4297525095541797,05/2022,49,YES,2,$8900,05/2009,2010,No
3928,1279,1,7,5454401798231056,12/2024,360,YES,1,$2900,07/2007,2012,No
3929,1279,2,17,5403639313421706,04/2020,283,YES,2,$89,02/2009,2009,No
3930,1280,0,20,4578235631297148,09/2023,285,YES,2,$5200,10/2008,2009,No
3931,1281,0,11,5755010791716629,04/2022,497,YES,2,$6090,11/2009,2011,No
3932,1282,0,24,4177638630189991,11/2020,393,YES,1,$31072,01/2014,2014,No
3933,1282,1,1,326436217704163,06/2023,879,YES,2,$11200,02/2020,2020,No
3934,1282,2,17,5799877051065572,02/2020,466,YES,1,$38,02/2020,2020,No
3935,1283,0,11,5479439443272548,11/2010,248,YES,2,$10670,01/2005,2009,No
3936,1283,1,20,4503231152263501,02/2024,728,YES,2,$5900,10/2006,2014,No
3937,1283,2,1,354026281245694,09/2017,67,YES,2,$7600,09/2017,2017,No
3938,1283,3,17,5117972120762088,05/2022,969,YES,1,$95,10/2019,2019,No
3939,1283,4,21,4909834750137607,04/2023,264,NO,1,$5100,03/2006,2006,No
3940,1283,5,24,4708121064103290,12/2020,26,YES,1,$1753,09/2006,2012,No
3941,1283,6,25,4887547650218596,03/2024,281,YES,2,$8427,01/2006,2014,No
3942,1284,0,24,4653215018449189,09/2014,624,YES,1,$27006,12/2007,2007,No
3943,1284,1,11,5454198029567960,08/2023,161,YES,1,$34348,05/2009,2010,No
3944,1284,2,12,5278876115993600,12/2008,948,YES,1,$25659,11/2008,2011,No
3945,1284,3,20,4844646610537453,08/2020,174,YES,2,$14500,03/2010,2010,No
3946,1284,4,21,4343987004496524,09/2024,81,YES,1,$16400,11/2008,2008,No
3947,1285,0,24,4166845388863489,09/2020,285,YES,2,$9418,07/2007,2007,No
3948,1285,1,11,5021195779307065,07/2000,818,YES,1,$20677,02/2000,2011,No
3949,1286,0,11,5407924790398155,08/2021,69,YES,1,$21900,11/2008,2011,No
3950,1286,1,1,338642228553287,08/2024,678,NO,2,$13100,09/2009,2009,No
3951,1287,0,20,4274011202694035,06/2022,289,YES,2,$25400,06/2009,2012,No
3952,1287,1,11,5092747474352987,02/2011,356,YES,2,$21177,08/2006,2007,No
3953,1288,0,7,5121470572571848,06/2022,529,YES,1,$20700,02/2020,2020,No
3954,1288,1,1,310441130576257,04/2024,394,YES,2,$12600,02/2020,2020,No
3955,1289,0,11,5960113726065282,12/2008,880,NO,2,$15122,11/2008,2010,No
3956,1290,0,24,4915076647608173,08/2023,63,NO,1,$14708,01/2014,2014,No
3957,1290,1,25,4535134357521443,03/2022,877,YES,2,$19197,04/2013,2013,No
3958,1290,2,11,5325994058715063,04/2022,617,YES,1,$14830,12/2014,2014,No
3959,1291,0,11,5709693631749938,10/2021,320,YES,1,$6631,09/1999,2012,No
3960,1291,1,12,5774873617908688,08/2024,550,YES,1,$13910,12/2010,2016,No
3961,1291,2,7,5352138305305282,05/2024,190,YES,2,$6900,09/2014,2014,No
3962,1291,3,13,5152221647441116,10/2020,628,YES,1,$19955,11/1994,2007,No
3963,1291,4,17,5318319036148549,08/2024,577,YES,2,$66,11/2012,2012,No
3964,1291,5,20,4110883178370891,04/2024,317,YES,1,$9900,06/2009,2009,No
3965,1292,0,5,6457800663577684,01/2012,285,YES,1,$9200,09/2010,2010,No
3966,1292,1,11,5810725153736837,05/2022,279,YES,1,$9420,10/2010,2012,No
3967,1292,2,17,5486503850400569,05/2021,264,NO,2,$49,02/2007,2011,No
3968,1292,3,24,4023270767899228,04/2020,32,YES,2,$18535,12/2008,2008,No
3969,1292,4,25,4442324693688145,09/2023,130,YES,1,$10104,10/2010,2015,No
3970,1292,5,29,4820966230615076,11/2022,662,YES,2,$63,01/2003,2010,No
3971,1293,0,11,5550802323458257,09/2022,862,YES,1,$61407,01/2020,2020,No
3972,1294,0,7,5187732819891507,12/2014,87,YES,3,$10100,03/2012,2012,No
3973,1294,1,24,4385795693863379,06/2024,806,YES,2,$31535,02/2005,2009,No
3974,1294,2,11,5531706766680785,08/2015,158,YES,1,$21282,11/2013,2013,No
3975,1295,0,20,4141753158398487,03/2022,11,YES,1,$5100,04/2010,2011,No
3976,1295,1,11,5220177364102104,02/2020,680,YES,1,$14103,06/1999,2008,No
3977,1295,2,24,4984493732494807,07/2022,688,YES,2,$21847,07/2005,2011,No
3978,1295,3,12,5175150411772712,09/2020,502,YES,1,$28425,10/2013,2013,No
3979,1296,0,24,4236028748423167,02/2020,721,YES,1,$4087,01/2020,2020,No
3980,1297,0,1,389912068048719,09/2023,269,YES,2,$8200,07/1998,2011,No
